,Target_Name,obsid,obs_chunk,RA_(J2000),Dec_(J2000),start_time,processing_date,xrt_exposure,uvot_exposure,bat_exposure,archive_date,Eclip_LONG,Eclip_LAT,GroupID,GroupSize
20,SAA-COLD-185-17,74146011,1.0,60.01651,0.00961,2009-07-04 12:20:00,"Jul 10, 2009",70.611,0.0,167.0,"Jul 11, 2009",57.8380960152,-20.1444737025,1.0,28.0
21,SAA-COLD-184-06,74146029,3.0,60.0222,-0.00581,2015-07-04 11:17:00,"Jul 14, 2015",0.0,0.0,162.0,"Jul 15, 2015",57.8405417876,-20.1607488588,1.0,28.0
22,SAA-COLD-79-08,74146023,1.0,60.02288,0.0031,2012-07-15 09:50:00,"Jul 25, 2012",66.023,0.0,504.0,"Jul 26, 2012",57.8432592248,-20.1521848142,1.0,28.0
24,SAA-COLD-184-06,74146004,1.0,60.02656,0.01513,2008-07-03 10:48:00,"Oct 14, 2015",83.82,0.0,255.0,"Jul 14, 2008",57.8498028643,-20.1412064871,1.0,28.0
25,SAA-COLD-184-06,74146027,2.0,60.03647,-0.00297,2014-07-03 11:30:00,"Jul 13, 2014",35.066,0.0,346.0,"Jul 14, 2014",57.8560391297,-20.1609939229,1.0,28.0
28,1ES0414+009,30813032,10.0,64.15163,1.08873,2014-12-26 05:15:00,"Jan 5, 2015",1029.447,0.0,1033.0,"Jan 6, 2015",62.379521047,-19.9062706875,2.0,42.0
29,1ES0414+009,30813018,5.0,64.16355,1.12553,2012-12-12 05:03:00,"Dec 18, 2012",949.609,921.469,955.0,"Jan 5, 2013",62.3991933948,-19.8722991547,2.0,42.0
30,1ES0414+009,30813031,10.0,64.16797,1.07709,2014-12-20 05:35:00,"Dec 30, 2014",1034.21,1004.967,600.0,"Dec 31, 2014",62.3943161627,-19.920723616,2.0,42.0
31,1ES0414+009,30813039,12.0,64.17563,1.05207,2015-12-05 06:46:00,"Dec 15, 2015",892.597,869.041,900.0,"Dec 16, 2015",62.3974170288,-19.9467266578,2.0,42.0
32,1ES0414+009,30813040,12.0,64.17648,1.13587,2015-12-15 06:25:00,"Dec 25, 2015",950.262,925.54,956.0,"Dec 26, 2015",62.4147297321,-19.8645185646,2.0,42.0
33,1ES0414+009,30813025,8.0,64.17685,1.07959,2014-01-29 03:20:00,"Feb 8, 2014",129.612,125.356,0.0,"Feb 9, 2014",62.4040879339,-19.9199030402,2.0,42.0
34,1ES0414+009,30813024,8.0,64.18287,1.09408,2014-01-25 03:17:00,"Feb 4, 2014",964.609,937.963,970.0,"Feb 5, 2014",62.4132198416,-19.9067702563,2.0,42.0
35,1ES0414+009,30813020,6.0,64.18605,1.06438,2013-11-03 08:29:00,"Nov 14, 2013",874.618,847.439,880.0,"Nov 14, 2013",62.4107233117,-19.9365475145,2.0,42.0
36,1ES0414+009,30813033,10.0,64.18861,1.11183,2015-01-12 03:09:00,"Jan 22, 2015",1009.443,983.397,1014.0,"Jan 23, 2015",62.4226961012,-19.8903811788,2.0,42.0
37,1ES0414+009,30813013,5.0,64.18919,1.03203,2012-10-18 11:49:00,"Oct 24, 2012",714.613,690.165,717.0,"Oct 25, 2012",62.4076645077,-19.9689221363,2.0,42.0
38,1ES0414+009,30813005,2.0,64.18942,1.06263,2008-01-29 05:14:00,"Sep 12, 2015",1027.853,1027.507,1044.0,"Feb 9, 2008",62.4139032126,-19.938888345,2.0,42.0
39,1ES0414+009,30813023,7.0,64.19123,1.09068,2014-01-02 04:31:00,"Jan 12, 2014",1109.448,1078.556,1111.0,"Jan 13, 2014",62.4212913522,-19.9116518016,2.0,42.0
40,1ES0414+009,30813019,5.0,64.19205,1.09375,2012-12-19 05:17:00,"Dec 26, 2012",1174.445,1148.649,1180.0,"Jan 12, 2013",62.4227498042,-19.9087853339,2.0,42.0
41,1ES0414+009,30813006,2.0,64.19232,1.08094,2008-02-04 02:35:00,"Sep 12, 2015",2271.015,2112.738,2340.0,"Feb 15, 2008",62.4205224849,-19.9214258805,2.0,42.0
42,1ES0414+009,30813022,7.0,64.19295,1.08098,2013-12-29 06:05:00,"Jan 8, 2014",1064.604,1036.378,1069.0,"Jan 9, 2014",62.4211888246,-19.9215026497,2.0,42.0
43,1ES0414+009,30813004,2.0,64.19347,1.06334,2008-01-29 03:38:00,"Sep 12, 2015",1027.87,1027.551,1044.0,"Feb 9, 2008",62.418276114,-19.9389365714,2.0,42.0
46,1ES0414+009,30813009,4.0,64.2002,1.10092,2012-02-17 04:01:00,"Feb 24, 2012",1064.513,1035.065,1067.0,"Feb 24, 2012",62.4326721502,-19.9032385563,2.0,42.0
47,1ES0414+009,30813015,5.0,64.20342,1.05879,2012-11-08 07:56:00,"Nov 17, 2012",919.607,890.919,923.0,"Dec 2, 2012",62.4277864741,-19.9452409755,2.0,42.0
48,1ES0414+009,30813007,3.0,64.20652,1.10413,2010-02-04 03:57:00,"Feb 10, 2010",1074.62,1045.293,1087.0,"Feb 11, 2010",62.4399059903,-19.9012466487,2.0,42.0
49,1ES0414+009,30813008,3.0,64.20861,1.09693,2010-02-14 02:54:00,"Jul 9, 2010",1129.458,1102.84,1144.0,"Feb 21, 2010",62.4406808519,-19.9087082647,2.0,42.0
50,1ES_0414P009,81691001,1.0,64.20924,1.09562,2015-11-27 17:24:00,"Dec 7, 2015",1724.235,1719.492,1742.0,"Dec 8, 2015",62.4410828706,-19.9101118151,2.0,42.0
51,1ES0414+009,30813010,4.0,64.21137,1.12082,2012-02-22 02:43:00,"Feb 28, 2012",944.608,916.217,948.0,"Feb 29, 2012",62.4482414735,-19.8857342411,2.0,42.0
52,1ES_0414P009,81691002,1.0,64.21424,1.09943,2015-12-02 12:05:00,"Dec 12, 2015",2409.183,2407.008,2368.0,"Dec 13, 2015",62.4470546701,-19.9072870594,2.0,42.0
53,1ES0414+009,30813017,5.0,64.21443,1.09335,2012-12-05 06:01:00,"Dec 11, 2012",1199.46,1169.369,1202.0,"Dec 29, 2012",62.4460632066,-19.9132980844,2.0,42.0
54,1ES0414+009,30813029,9.0,64.21576,1.07891,2014-10-26 08:23:00,"Nov 5, 2014",1039.669,1010.427,1042.0,"Nov 6, 2014",62.4446267161,-19.9277362155,2.0,42.0
55,1ES0414+009,30813036,11.0,64.21857,1.10096,2015-10-12 10:28:00,"Oct 22, 2015",997.903,971.151,1005.0,"Oct 23, 2015",62.4518798159,-19.9065797885,2.0,42.0
56,1ES0414+009,30813028,9.0,64.2187,1.04996,2014-10-21 08:50:00,"Oct 31, 2014",1014.617,983.762,1017.0,"Nov 1, 2014",62.442032057,-19.95673264,2.0,42.0
57,1ES0414+009,30813016,5.0,64.22195,1.05258,2012-11-15 06:39:00,"Nov 21, 2012",1009.446,981.379,1014.0,"Dec 9, 2012",62.4459430332,-19.9547554733,2.0,42.0
58,1ES0414+009,30813011,4.0,64.22881,1.10703,2012-02-27 23:59:00,"Mar 5, 2012",1052.434,1160.178,1191.0,"Mar 5, 2012",62.463770174,-19.9024968421,2.0,42.0
59,1ES0414+009,30813021,6.0,64.2394,1.08731,2013-11-07 08:33:00,"Nov 18, 2013",999.455,971.471,1005.0,"Nov 18, 2013",62.4709821706,-19.9238277895,2.0,42.0
61,1ES0414+009,30813012,5.0,64.24818,1.10967,2012-10-11 08:09:00,"Oct 18, 2012",924.646,897.131,928.0,"Oct 18, 2012",62.4845318736,-19.9034626721,2.0,42.0
62,1ES0414+009,30813001,1.0,64.24898,1.05605,2006-10-21 00:30:00,"Jun 7, 2015",1459.043,1713.931,1746.0,"Nov 1, 2006",62.4748832174,-19.9563160111,2.0,42.0
63,1ES0414+009,30813026,9.0,64.24959,1.04307,2014-09-27 10:29:00,"Oct 7, 2014",994.617,968.878,999.0,"Oct 8, 2014",62.4729819203,-19.9691868461,2.0,42.0
64,1ES0414+009,30813003,1.0,64.25037,1.04713,2006-10-23 00:42:00,"Jun 4, 2015",577.722,570.391,594.0,"Nov 3, 2006",62.4745917636,-19.9653394245,2.0,42.0
65,1ES0414+009,30813014,5.0,64.25274,1.0849,2012-10-25 10:43:00,"Nov 16, 2012",1089.46,1060.451,1093.0,"Nov 18, 2012",62.4844560434,-19.9286486772,2.0,42.0
66,1ES0414+009,30813037,11.0,64.25373,1.05318,2015-10-19 08:15:00,"Oct 29, 2015",957.785,932.414,964.0,"Oct 30, 2015",62.4792884004,-19.960010174,2.0,42.0
67,1ES0414+009,30813030,9.0,64.25639,1.05769,2014-10-31 08:17:00,"Nov 10, 2014",1019.489,991.22,1022.0,"Nov 11, 2014",62.4829516744,-19.9560658604,2.0,42.0
68,1ES0414+009,30813027,9.0,64.25716,1.08403,2014-10-03 10:31:00,"Oct 13, 2014",964.44,934.874,967.0,"Oct 14, 2014",62.4889066128,-19.9303160445,2.0,42.0
69,1ES0414+009,30813002,1.0,64.26409,1.0606,2006-10-22 00:42:00,"Jun 3, 2015",237.73,238.267,255.0,"Nov 2, 2006",62.4915715865,-19.9546202957,2.0,42.0
70,SAA-COLD-189-06,74153015,1.0,64.96295,0.00262,2013-07-08 12:59:00,"Jul 19, 2013",73.495,0.0,210.0,"Jul 19, 2013",63.0196130143,-21.1221712368,3.0,16.0
76,SAA-COLD-189-06,74153014,1.0,64.97745,-0.01542,2013-07-08 11:16:00,"Jul 19, 2013",57.483,0.0,229.0,"Jul 19, 2013",63.0314136909,-21.1425313874,3.0,16.0
78,SAA-COLD-77-07,74153008,2.0,64.98472,-0.00727,2011-07-09 13:07:00,"Jul 15, 2011",60.685,0.0,198.0,"Jul 16, 2011",63.0406563977,-21.1358262951,3.0,16.0
79,SAA-COLD-78-07,74153010,1.0,64.98786,0.0012,2012-07-08 11:05:00,"Jul 19, 2012",66.023,0.0,0.0,"Jul 19, 2012",63.0456050204,-21.128061341,3.0,16.0
81,SAA-COLD-77-07,74153007,2.0,64.99752,-0.05267,2011-07-09 11:23:00,"Jul 15, 2011",52.146,0.0,88.0,"Jul 16, 2011",63.0453783589,-21.1827901964,3.0,16.0
84,SAA-COLD-78-07,74153011,1.0,65.0051,0.00928,2012-07-08 12:48:00,"Jul 19, 2012",42.538,0.0,0.0,"Jul 19, 2012",63.0653457621,-21.1232210789,3.0,16.0
85,SAA-COLD-189-06,74153016,1.0,65.02606,0.01823,2013-07-09 13:02:00,"Jul 19, 2013",74.563,0.0,221.0,"Jul 20, 2013",63.0891757921,-21.1181925245,3.0,16.0
86,MOJB0422+004,36192004,1.0,66.14572,0.64661,2008-04-07 07:10:00,"Sep 30, 2015",2943.544,2939.567,3008.0,"Apr 18, 2008",64.3874158773,-20.6966808216,4.0,13.0
88,MOJB0422+004,36192006,1.0,66.1625,0.60023,2008-04-09 01:03:00,"Sep 30, 2015",0.0,0.0,25.0,"Apr 20, 2008",64.3965623467,-20.7452550781,4.0,13.0
90,MOJB0422+004,36192010,2.0,66.21029,0.60709,2009-09-13 01:30:00,"Sep 19, 2009",1464.239,1462.513,1512.0,"Sep 20, 2009",64.448163644,-20.746704147,4.0,13.0
91,MOJB0422+004,36192009,2.0,66.21034,0.60064,2009-09-11 14:13:00,"Sep 17, 2009",5034.672,5051.179,3619.0,"Sep 18, 2009",64.4470328255,-20.753067065,4.0,13.0
93,MOJB0422+004,36192005,1.0,66.21155,0.634,2008-04-08 08:58:00,"Sep 30, 2015",3902.479,3896.751,3982.0,"Apr 19, 2008",64.4544272961,-20.7204092854,4.0,13.0
97,MOJB0422+004,36192011,2.0,66.24135,0.60199,2009-09-21 18:23:00,"Sep 27, 2009",5336.098,5334.218,5402.0,"Sep 28, 2009",64.479949443,-20.7570545547,4.0,13.0
99,NGC1589OT,31837004,2.0,67.63986,0.87472,2010-12-22 00:41:00,"Dec 28, 2010",4990.64,4990.344,5062.0,"Dec 29, 2010",66.0029255388,-20.7211034698,5.0,7.0
100,NGC1589OT,31837006,3.0,67.65242,0.86802,2011-01-31 05:58:00,"Feb 6, 2011",4931.246,4929.055,5018.0,"Feb 7, 2011",66.0150174747,-20.7297465942,5.0,7.0
101,NGC1589OT,31837001,1.0,67.67114,0.87658,2010-10-13 18:57:00,"Oct 19, 2010",5075.715,5071.701,5147.0,"Oct 20, 2010",66.0362468642,-20.724324843,5.0,7.0
102,NGC1589OT,31837003,2.0,67.67526,0.85793,2010-12-02 18:34:00,"Dec 8, 2010",4045.527,4045.341,4117.0,"Dec 9, 2010",66.0373717316,-20.7433953988,5.0,7.0
103,NGC1589OT,31837005,3.0,67.67607,0.86947,2011-01-12 07:41:00,"Jan 18, 2011",1707.654,1703.604,1717.0,"Jan 19, 2011",66.0402199684,-20.7321378616,5.0,7.0
104,NGC1589OT,31837007,3.0,67.67665,0.89597,2011-02-20 14:01:00,"Feb 26, 2011",5510.205,5508.041,5579.0,"Feb 27, 2011",66.0454086111,-20.7060795943,5.0,7.0
105,NGC1589OT,31837002,1.0,67.686,0.87202,2010-10-31 14:10:00,"Nov 6, 2010",4932.856,4929.442,5003.0,"Nov 7, 2010",66.0511372369,-20.7312250413,5.0,7.0
106,1RXSJ043402.4-0,82649001,1.0,68.45042,-1.15895,2014-04-07 02:29:00,"Apr 17, 2014",273.034,273.175,281.0,"Apr 18, 2014",66.5137960843,-22.8583352714,6.0,4.0
107,1RXSJ043402.4-0,82649003,1.0,68.48411,-1.13139,2014-04-10 02:22:00,"Apr 20, 2014",646.877,644.598,652.0,"Apr 21, 2014",66.5546234291,-22.8364596818,6.0,4.0
108,1RXSJ043402.4-0,82649002,1.0,68.50395,-1.17306,2014-04-08 00:51:00,"Apr 18, 2014",178.111,178.546,186.0,"Apr 19, 2014",66.5687222974,-22.8807437627,6.0,4.0
113,SAA-COLD-77-07,74836001,1.0,69.9901,0.01256,2007-04-09 19:40:00,"Jul 7, 2015",238.715,0.0,945.0,"Apr 20, 2007",68.3529260497,-21.9355630733,7.0,9.0
114,SAA-COLD-77-07,74836002,1.0,70.00645,0.00243,2007-04-15 16:56:00,"Jul 1, 2015",141.067,0.0,963.0,"Apr 26, 2007",68.3687602511,-21.9479817881,7.0,9.0
119,MOJ2B0440-003,36312003,1.0,70.62108,-0.32835,2007-04-08 11:08:00,"Jul 1, 2015",5322.792,5108.914,5443.0,"Apr 19, 2007",68.9737363304,-22.3642060428,8.0,6.0
120,MOJ2B0440-003,36312001,1.0,70.62514,-0.3174,2007-03-19 22:07:00,"Jun 22, 2015",1303.797,1255.69,1338.0,"Mar 30, 2007",68.9797710177,-22.3539474787,8.0,6.0
122,NRAO190,32892002,1.0,70.671,-0.31914,2013-08-02 15:12:00,"Aug 12, 2013",4871.681,4866.202,4887.0,"Aug 13, 2013",69.0285836546,-22.3622058222,8.0,6.0
123,NRAO190,32892001,1.0,70.67253,-0.313,2013-07-30 01:01:00,"Aug 10, 2013",4891.458,4882.276,4930.0,"Aug 10, 2013",69.0311663049,-22.35634617,8.0,6.0
125,UGC3174,82131003,1.0,72.12238,0.29896,2014-04-09 00:49:00,"Apr 19, 2014",3797.187,3739.597,3826.0,"Apr 20, 2014",70.6723389641,-21.9487959444,9.0,5.0
126,UGC3174,82131004,1.0,72.12425,0.31405,2014-04-10 03:58:00,"Apr 20, 2014",6458.752,6370.815,6508.0,"Apr 21, 2014",70.6764789977,-21.9340834407,9.0,5.0
127,UGC3174,82131002,1.0,72.14551,0.27068,2014-04-08 02:32:00,"Apr 18, 2014",3224.882,3183.086,3251.0,"Apr 19, 2014",70.6930495454,-21.9798735814,9.0,5.0
128,UGC3174,82131005,1.0,72.14591,0.26659,2014-04-11 04:16:00,"Apr 21, 2014",875.074,855.692,890.0,"Apr 22, 2014",70.6928970695,-21.9839806723,9.0,5.0
130,SA96,45838002,1.0,73.23121,0.11853,2011-10-26 01:15:00,"Nov 1, 2011",1750.222,1714.174,1766.0,"Nov 2, 2011",71.8344534928,-22.2694974857,10.0,2.0
131,SA96,45838001,1.0,73.25435,0.11565,2011-10-25 12:09:00,"Oct 31, 2011",843.201,833.14,850.0,"Nov 1, 2011",71.858880566,-22.2752230661,10.0,2.0
132,1RXS_J045859.6-,48547002,1.0,74.72414,-0.40785,2013-04-17 00:33:00,"Apr 27, 2013",1288.729,1290.245,1305.0,"Apr 28, 2013",73.3725017696,-22.9696984911,11.0,2.0
133,1RXS_J045859.6-,48547001,1.0,74.73171,-0.44391,2013-04-12 06:48:00,"Apr 22, 2013",356.029,353.848,363.0,"Apr 23, 2013",73.3762129561,-23.0063857297,11.0,2.0
134,SAA-COLD-110-04,74176018,1.0,74.92668,0.00954,2015-08-20 08:35:00,"Aug 30, 2015",92.71,0.0,218.0,"Aug 31, 2015",73.6418806118,-22.5778505014,12.0,20.0
135,SAA-COLD-111-04,74176009,1.0,74.95113,0.05195,2011-04-21 16:17:00,"Apr 27, 2011",31.864,0.0,600.0,"Apr 28, 2011",73.6733298943,-22.5384435517,12.0,20.0
136,SAA-COLD-111-04,74176008,1.0,74.97,0.04544,2011-04-20 17:56:00,"Apr 26, 2011",0.0,0.0,743.0,"Apr 27, 2011",73.6928452448,-22.5470215982,12.0,20.0
138,SAA-COLD-233-04,74176010,1.0,74.98003,-0.01181,2011-08-19 08:39:00,"Aug 25, 2011",0.0,0.0,267.0,"Aug 26, 2011",73.6967155359,-22.6050335962,12.0,20.0
142,SAA-COLD-229-13,74176005,1.0,74.98913,0.00233,2009-08-17 08:25:00,"Aug 23, 2009",76.4,0.0,329.0,"Aug 24, 2009",73.7082204015,-22.5919977674,12.0,20.0
143,SAA-COLD-229-13,74176004,1.0,74.98932,0.00593,2009-08-16 08:20:00,"Aug 22, 2009",80.894,0.0,343.0,"Aug 23, 2009",73.7088599965,-22.5884414515,12.0,20.0
144,SAA-COLD-233-04,74176011,1.0,74.99233,-0.0103,2011-08-20 08:24:00,"Aug 26, 2011",58.551,0.0,237.0,"Aug 27, 2011",73.7101384054,-22.604905958,12.0,20.0
145,SAA-COLD-110-3,74176006,1.0,74.99899,-0.00641,2010-04-18 17:05:00,"Apr 27, 2010",243.942,0.0,990.0,"Apr 25, 2010",73.7177775474,-22.6017831574,12.0,20.0
147,SAA-COLD-233-04,74176012,1.0,75.00171,-0.02991,2011-08-21 08:30:00,"Aug 27, 2011",0.0,0.0,254.0,"Aug 28, 2011",73.7178666113,-22.6254399037,12.0,20.0
148,SAA-COLD-110-04,74176016,1.0,75.00548,0.00101,2015-08-16 08:49:00,"Aug 26, 2015",47.712,0.0,716.0,"Aug 27, 2015",73.7256595732,-22.5951330463,12.0,20.0
150,SAA-COLD-110-04,74176017,1.0,75.02662,0.00049,2015-08-18 08:40:00,"Aug 28, 2015",119.629,0.0,449.0,"Aug 29, 2015",73.7483521059,-22.5980047254,12.0,20.0
152,SAA-COLD-110-3,74176007,1.0,75.0362,0.00218,2010-04-20 17:13:00,"Apr 27, 2010",210.069,0.0,707.0,"Apr 27, 2010",73.7588680248,-22.5973913382,12.0,20.0
154,1RXSJ051206.1-0,82792002,1.0,77.99358,-0.641,2014-04-16 10:23:00,"Apr 26, 2014",707.188,704.971,712.0,"Apr 27, 2014",76.8864442614,-23.5353830883,13.0,2.0
155,1RXSJ051206.1-0,82792001,1.0,77.99659,-0.63863,2014-04-15 15:10:00,"Apr 25, 2014",714.574,714.039,721.0,"Apr 26, 2014",76.8899470236,-23.5332943703,13.0,2.0
156,ARK120,91909090,1.0,78.98772,-0.13969,2015-03-15 08:59:00,"Mar 25, 2015",968.944,964.244,979.0,"Mar 26, 2015",78.012207646,-23.1218768974,14.0,90.0
157,ARK120,91909026,1.0,78.99297,-0.1943,2014-10-28 23:00:00,"Nov 7, 2014",979.455,976.59,984.0,"Nov 8, 2014",78.0129910187,-23.1767339428,14.0,90.0
158,ARK120,91909070,1.0,78.99843,-0.13597,2015-02-01 05:49:00,"Feb 11, 2015",1014.614,1011.84,1019.0,"Feb 12, 2015",78.0241471996,-23.1190540246,14.0,90.0
159,ARK120,91909066,1.0,78.99875,-0.14632,2015-01-22 19:04:00,"Feb 1, 2015",1004.608,1001.756,978.0,"Feb 2, 2015",78.0235650358,-23.129395124,14.0,90.0
160,ARK120,91909088,1.0,78.99927,-0.15394,2015-03-11 10:37:00,"Mar 21, 2015",1064.112,1058.73,1066.0,"Mar 22, 2015",78.0234445958,-23.1370320497,14.0,90.0
161,ARK120,91909056,1.0,78.99935,-0.10012,2014-12-31 01:57:00,"Jan 10, 2015",1024.46,1022.531,1030.0,"Jan 11, 2015",78.0283604029,-23.0834022338,14.0,90.0
162,ARK120,91909060,1.0,79.00127,-0.13639,2015-01-10 14:23:00,"Jan 20, 2015",1049.62,1047.311,1055.0,"Jan 21, 2015",78.0271869689,-23.1197069761,14.0,90.0
164,ARK120,91909069,1.0,79.00277,-0.15994,2015-01-28 10:36:00,"Feb 7, 2015",1059.617,1057.98,1065.0,"Feb 8, 2015",78.0266993001,-23.1433004401,14.0,90.0
165,ARK120,91909072,1.0,79.00304,-0.14775,2015-02-05 00:43:00,"Feb 15, 2015",959.445,954.778,962.0,"Feb 16, 2015",78.0280857775,-23.1311742922,14.0,90.0
166,ARK120,91909068,1.0,79.00491,-0.15471,2015-01-26 10:55:00,"Feb 5, 2015",649.621,644.808,653.0,"Feb 6, 2015",78.0294878986,-23.1382648396,14.0,90.0
167,ARK120,91909059,1.0,79.00648,-0.13296,2015-01-08 14:27:00,"Jan 18, 2015",989.62,987.667,995.0,"Jan 19, 2015",78.0331402284,-23.1167184871,14.0,90.0
168,ARK120,91909063,1.0,79.00662,-0.13617,2015-01-16 06:14:00,"Jan 26, 2015",1004.617,999.318,1007.0,"Jan 27, 2015",78.033004062,-23.1199290903,14.0,90.0
169,ARK120,91909074,1.0,79.00664,-0.1402,2015-02-09 19:45:00,"Feb 19, 2015",954.614,951.887,959.0,"Feb 20, 2015",78.0326643079,-23.1239470128,14.0,90.0
170,ARK120,91909054,1.0,79.00728,-0.13267,2014-12-26 05:35:00,"Jan 5, 2015",2548.524,2534.582,2557.0,"Jan 6, 2015",78.0340331105,-23.1164954482,14.0,90.0
171,ARK120,91909062,1.0,79.009,-0.15099,2015-01-14 14:17:00,"Jan 24, 2015",969.051,957.47,963.0,"Jan 25, 2015",78.0342541404,-23.1348948844,14.0,90.0
172,ARK120,91909067,1.0,79.00985,-0.16178,2015-01-24 15:37:00,"Feb 3, 2015",764.617,762.915,770.0,"Feb 4, 2015",78.0342076454,-23.1457182333,14.0,90.0
173,ARK120,91909071,1.0,79.01028,-0.1483,2015-02-03 23:09:00,"Feb 13, 2015",1019.274,1013.815,1021.0,"Feb 14, 2015",78.0358825431,-23.1323196135,14.0,90.0
174,ARK120,91909064,1.0,79.01139,-0.15467,2015-01-18 19:14:00,"Jan 28, 2015",1019.277,1013.881,1002.0,"Jan 29, 2015",78.0365143175,-23.1387594413,14.0,90.0
175,ARK120,91909073,1.0,79.01148,-0.13243,2015-02-07 18:41:00,"Feb 17, 2015",1009.145,1005.099,1021.0,"Feb 18, 2015",78.0386057305,-23.116602582,14.0,90.0
176,ARK120,91909075,1.0,79.01302,-0.13414,2015-02-11 00:47:00,"Feb 21, 2015",1014.523,1012.05,1019.0,"Feb 22, 2015",78.0401212113,-23.1184337097,14.0,90.0
177,ARK120,91909051,1.0,79.01318,-0.15229,2014-12-21 19:50:00,"Dec 31, 2014",959.625,956.289,963.0,"Jan 1, 2015",78.0386676483,-23.1365351262,14.0,90.0
178,ARK120,91909010,1.0,79.01442,-0.20037,2014-09-24 12:11:00,"Oct 4, 2014",904.461,899.393,907.0,"Oct 5, 2014",78.0357000353,-23.1845536573,14.0,90.0
179,ARK120,91909077,1.0,79.01462,-0.15047,2015-02-15 03:51:00,"Feb 25, 2015",1079.636,1076.184,1083.0,"Feb 26, 2015",78.0403914021,-23.1348400276,14.0,90.0
180,ARK120,91909058,1.0,79.01695,-0.13996,2015-01-06 14:32:00,"Jan 16, 2015",1124.448,1120.029,1128.0,"Jan 17, 2015",78.0438583472,-23.1245578157,14.0,90.0
181,ARK120,91909076,1.0,79.01765,-0.13847,2015-02-13 10:17:00,"Feb 23, 2015",1154.61,1152.036,1160.0,"Feb 24, 2015",78.0447504147,-23.1231305523,14.0,90.0
182,ARK120,91909080,1.0,79.01795,-0.1332,2015-02-21 01:43:00,"Mar 3, 2015",954.446,952.98,961.0,"Mar 4, 2015",78.045547654,-23.1179032015,14.0,90.0
183,ARK120,91909079,1.0,79.01848,-0.13358,2015-02-19 19:22:00,"Mar 1, 2015",889.443,884.189,891.0,"Mar 2, 2015",78.0460879276,-23.1183255714,14.0,90.0
184,ARK120,91909057,1.0,79.01948,-0.14022,2015-01-04 14:36:00,"Jan 14, 2015",1124.603,1119.312,1126.0,"Jan 15, 2015",78.0465767321,-23.1250253875,14.0,90.0
185,ARK120,91909082,1.0,79.02023,-0.13456,2015-02-25 03:23:00,"Mar 7, 2015",838.872,832.301,841.0,"Mar 8, 2015",78.0478964786,-23.1194464157,14.0,90.0
186,ARK120,91909081,1.0,79.02106,-0.13381,2015-02-23 14:25:00,"Mar 5, 2015",1109.445,1106.602,1114.0,"Mar 6, 2015",78.0488630624,-23.1187673297,14.0,90.0
187,ARK120,91909061,1.0,79.02276,-0.15681,2015-01-12 14:25:00,"Jan 22, 2015",1034.52,1031.181,1038.0,"Jan 23, 2015",78.0486452195,-23.1418292016,14.0,90.0
188,ARK120,91909078,1.0,79.02632,-0.13843,2015-02-17 00:20:00,"Feb 27, 2015",1079.718,1075.456,1083.0,"Feb 28, 2015",78.0541493253,-23.1238048126,14.0,90.0
189,ARK120,91909019,1.0,79.02818,-0.14197,2014-10-14 23:23:00,"Oct 24, 2014",1004.871,1001.138,1008.0,"Oct 25, 2014",78.0558480609,-23.1274859213,14.0,90.0
190,ARK120,91909053,1.0,79.03073,-0.13854,2014-12-25 11:58:00,"Jan 4, 2015",1089.617,1086.731,1095.0,"Jan 5, 2015",78.0589184574,-23.1242774646,14.0,90.0
191,ARK120,91909052,1.0,79.03422,-0.14558,2014-12-23 10:11:00,"Jan 2, 2015",1079.448,1074.717,1082.0,"Jan 3, 2015",78.0620706133,-23.1315807787,14.0,90.0
192,ARK120,91909040,1.0,79.03723,-0.16852,2014-11-27 20:40:00,"Dec 7, 2014",959.619,957.028,964.0,"Dec 8, 2014",78.0632803066,-23.1546906635,14.0,90.0
193,ARK120,91909045,1.0,79.03912,-0.12844,2014-12-09 14:00:00,"Dec 19, 2014",964.621,961.342,968.0,"Dec 20, 2014",78.068913649,-23.1149019267,14.0,90.0
194,ARK120,91909033,1.0,79.03959,-0.13928,2014-11-13 00:04:00,"Nov 23, 2014",1019.604,1016.639,1025.0,"Nov 24, 2014",78.0684536689,-23.1257438747,14.0,90.0
195,ARK120,91909042,1.0,79.04043,-0.16872,2014-12-01 17:13:00,"Dec 11, 2014",884.448,882.435,890.0,"Dec 12, 2014",78.0667309624,-23.1551532243,14.0,90.0
196,ARK120,91909084,1.0,79.04057,-0.12813,2015-03-03 04:30:00,"Mar 13, 2015",1014.448,1012.844,1020.0,"Mar 14, 2015",78.0705125877,-23.1147122198,14.0,90.0
197,ARK120,91909030,1.0,79.04175,-0.12456,2014-11-05 22:45:00,"Nov 15, 2014",1014.605,1009.633,1018.0,"Nov 16, 2014",78.0721103588,-23.1112513188,14.0,90.0
198,ARK120,91909049,1.0,79.04204,-0.15969,2014-12-17 00:46:00,"Dec 27, 2014",909.65,907.822,915.0,"Dec 28, 2014",78.0692837014,-23.1462862069,14.0,90.0
199,ARK120,91909015,1.0,79.04365,-0.19277,2014-10-04 23:15:00,"Oct 14, 2014",99.449,93.68,0.0,"Oct 15, 2014",78.0680700229,-23.1793865714,14.0,90.0
200,ARK120,91909089,1.0,79.04371,-0.1367,2015-03-13 04:12:00,"Mar 23, 2015",1366.595,1359.256,1374.0,"Mar 24, 2015",78.0731491048,-23.1235113617,14.0,90.0
