Tile,MagType,Error,MagErr_Box,MagErr_Fit
S82m26m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,25.1503197248,24.9315677115
S82m26m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.1372518214
S82m26m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,25.1235427667,24.9732214839
S82m26m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.1802600537
S82m26m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,24.0424400612,-0.609437912434
S82m26m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m26m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.4769582241
S82m26m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.5867898922
S82m21m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8172759459,24.6194118168
S82m21m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.8440370706
S82m21m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.8302933143,24.6543758756
S82m21m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.8774833905
S82m21m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.6883412892,-0.609437912434
S82m21m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m21m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.1449141345
S82m21m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.2292248163
S82p11m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8044180104,24.6034857735
S82p11m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.8561562016
S82p11m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.8160517392,24.632823249
S82p11m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.880747026
S82p11m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.6315141105,-0.609437912434
S82p11m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p11m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.0816122222
S82p11m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.1487970089
S82p38p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,25.053128377,24.7926926446
S82p38p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.037900587
S82p38p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,25.0256007398,24.8316419201
S82p38p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0724524273
S82p38p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.8546050675,-0.609437912434
S82p38p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p38p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.2365364777
S82p38p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.3161777624
S82m24p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8991477548,24.7540693178
S82m24p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.9663863276
S82m24p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9103907858,24.7854194097
S82m24p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.9945216133
S82m24p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.7279103973,-0.609437912434
S82m24p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m24p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.2565058898,25.3606924301
S82m24p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.4477457859
S82m34m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8015363303,24.6169469554
S82m34m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.8126175434
S82m34m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.8143670308,24.6588738406
S82m34m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.8568404316
S82m34m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.7154214648,-0.609437912434
S82m34m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m34m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.0983072336,25.1741332453
S82m34m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.2768440802
S82p15m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,25.0268902218,24.8493009358
S82p15m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.1098267156
S82p15m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,25.0043130618,24.8826588611
S82p15m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.1392422483
S82p15m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.9693938519,-0.609437912434
S82p15m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p15m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.3738852199
S82p15m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.4535274436
S82m24m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,25.0265295892,24.874184801
S82m24m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.099799981
S82m24m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,25.0068359748,24.9078659784
S82m24m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.1319731128
S82m24m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.9611381633,-0.609437912434
S82m24m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82m24m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.3340019838,25.4647307425
S82m24m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.5501856554
S82p19p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.8946633181,24.7705002255
S82p19p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0310854648
S82p19p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9046246316,24.7970844912
S82p19p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0529547013
S82p19p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.8094316738,-0.609437912434
S82p19p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p19p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.2354885918,25.308164257
S82p19p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.3632110042
S82p25p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.7724504584,24.6544587271
S82p25p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.8973894952
S82p25p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.782481447,24.6799493011
S82p25p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.9186534291
S82p25p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.7979182468,-0.609437912434
S82p25p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p25p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.0238387468,25.144794673
S82p25p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.1835598437
S82p22p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9709161801,24.8455586878
S82p22p_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0994765996
S82p22p_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.9816545009,24.8721291895
S82p22p_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.1215238394
S82p22p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.9378556534,-0.609437912434
S82p22p_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p22p_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.3224062084,25.4024553526
S82p22p_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.4616991046
S82p12m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.7692231391,24.5415615956
S82p12m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,25.7871884898
S82p12m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,24.7431713331,24.5737867342
S82p12m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,25.8155059228
S82p12m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.5959118589,-0.609437912434
S82p12m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p12m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.0157122768
S82p12m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.084568396
S82p14m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,25.0121982712,24.8610551148
S82p14m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.1222966136
S82p14m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,25.0245735496,24.8918719257
S82p14m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.1473504677
S82p14m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.9259149539,-0.609437912434
S82p14m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p14m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,25.3308038605,25.39175072
S82p14m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.4681132238
S82p38m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.2,24.9857570191,24.7604647368
S82p38m_y.V2.7A.swarp.cut.deV.fit,AUTO,0.5,,26.0130097639
S82p38m_y.V2.7A.swarp.cut.deV.fit,BEST,0.2,25.001691962,24.7957610528
S82p38m_y.V2.7A.swarp.cut.deV.fit,BEST,0.5,,26.0433012008
S82p38m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.2,23.7728230214,-0.609437912434
S82p38m_y.V2.7A.swarp.cut.deV.fit,MODEL,0.5,,0.30685281944
S82p38m_y.V2.7A.swarp.cut.deV.fit,PSF,0.2,,25.197311849
S82p38m_y.V2.7A.swarp.cut.deV.fit,PSF,0.5,,26.280960256
